Município;Sigla UF;Região;Mês/Ano;Vítima
Fronteiras;PI;NORDESTE;nov-19;0
Geminiano;PI;NORDESTE;nov-19;0
Gilbués;PI;NORDESTE;nov-19;0
Guadalupe;PI;NORDESTE;nov-19;1
Guaribas;PI;NORDESTE;nov-19;0
Hugo Napoleão;PI;NORDESTE;nov-19;0
Ilha Grande;PI;NORDESTE;nov-19;0
Inhuma;PI;NORDESTE;nov-19;0
Ipiranga Do Piauí;PI;NORDESTE;nov-19;0
Isaías Coelho;PI;NORDESTE;nov-19;0
Itainópolis;PI;NORDESTE;nov-19;1
Itaueira;PI;NORDESTE;nov-19;0
Jacobina Do Piauí;PI;NORDESTE;nov-19;0
Jaicós;PI;NORDESTE;nov-19;0
Jardim Do Mulato;PI;NORDESTE;nov-19;0
Jatobá Do Piauí;PI;NORDESTE;nov-19;0
Jerumenha;PI;NORDESTE;nov-19;0
João Costa;PI;NORDESTE;nov-19;0
Joaquim Pires;PI;NORDESTE;nov-19;0
Joca Marques;PI;NORDESTE;nov-19;0
José De Freitas;PI;NORDESTE;nov-19;1
Juazeiro Do Piauí;PI;NORDESTE;nov-19;0
Júlio Borges;PI;NORDESTE;nov-19;0
Jurema;PI;NORDESTE;nov-19;0
Lagoinha Do Piauí;PI;NORDESTE;nov-19;1
Lagoa Alegre;PI;NORDESTE;nov-19;0
Lagoa Do Barro Do Piauí;PI;NORDESTE;nov-19;0
Lagoa De São Francisco;PI;NORDESTE;nov-19;0
Lagoa Do Piauí;PI;NORDESTE;nov-19;0
Lagoa Do Sítio;PI;NORDESTE;nov-19;0
Landri Sales;PI;NORDESTE;nov-19;0
Luís Correia;PI;NORDESTE;nov-19;0
Luzilândia;PI;NORDESTE;nov-19;1
Madeiro;PI;NORDESTE;nov-19;0
Manoel Emídio;PI;NORDESTE;nov-19;0
Marcolândia;PI;NORDESTE;nov-19;0
Marcos Parente;PI;NORDESTE;nov-19;0
Massapê Do Piauí;PI;NORDESTE;nov-19;0
Matias Olímpio;PI;NORDESTE;nov-19;0
Miguel Alves;PI;NORDESTE;nov-19;0
Miguel Leão;PI;NORDESTE;nov-19;0
Milton Brandão;PI;NORDESTE;nov-19;0
Monsenhor Gil;PI;NORDESTE;nov-19;0
Monsenhor Hipólito;PI;NORDESTE;nov-19;0
Monte Alegre Do Piauí;PI;NORDESTE;nov-19;0
Morro Cabeça No Tempo;PI;NORDESTE;nov-19;0
Morro Do Chapéu Do Piauí;PI;NORDESTE;nov-19;0
Murici Dos Portelas;PI;NORDESTE;nov-19;1
Nazaré Do Piauí;PI;NORDESTE;nov-19;0
Nazária;PI;NORDESTE;nov-19;0
Nossa Senhora De Nazaré;PI;NORDESTE;nov-19;0
Nossa Senhora Dos Remédios;PI;NORDESTE;nov-19;0
Novo Oriente Do Piauí;PI;NORDESTE;nov-19;0
Novo Santo Antônio;PI;NORDESTE;nov-19;0
Oeiras;PI;NORDESTE;nov-19;1
Olho D'Água Do Piauí;PI;NORDESTE;nov-19;0
Padre Marcos;PI;NORDESTE;nov-19;0
Paes Landim;PI;NORDESTE;nov-19;0
Pajeú Do Piauí;PI;NORDESTE;nov-19;0
Palmeira Do Piauí;PI;NORDESTE;nov-19;0
Palmeirais;PI;NORDESTE;nov-19;0
Paquetá;PI;NORDESTE;nov-19;0
Parnaguá;PI;NORDESTE;nov-19;0
Parnaíba;PI;NORDESTE;nov-19;2
Passagem Franca Do Piauí;PI;NORDESTE;nov-19;1
Patos Do Piauí;PI;NORDESTE;nov-19;0
Pau D'Arco Do Piauí;PI;NORDESTE;nov-19;0
Paulistana;PI;NORDESTE;nov-19;0
Pavussu;PI;NORDESTE;nov-19;0
Pedro Ii;PI;NORDESTE;nov-19;0
Pedro Laurentino;PI;NORDESTE;nov-19;0
Nova Santa Rita;PI;NORDESTE;nov-19;0
Picos;PI;NORDESTE;nov-19;0
Pimenteiras;PI;NORDESTE;nov-19;0
Pio Ix;PI;NORDESTE;nov-19;1
Piracuruca;PI;NORDESTE;nov-19;0
Piripiri;PI;NORDESTE;nov-19;1
Porto;PI;NORDESTE;nov-19;0
Porto Alegre Do Piauí;PI;NORDESTE;nov-19;0
Prata Do Piauí;PI;NORDESTE;nov-19;0
Queimada Nova;PI;NORDESTE;nov-19;0
Redenção Do Gurguéia;PI;NORDESTE;nov-19;0
Regeneração;PI;NORDESTE;nov-19;0
Riacho Frio;PI;NORDESTE;nov-19;0
Ribeira Do Piauí;PI;NORDESTE;nov-19;0
Ribeiro Gonçalves;PI;NORDESTE;nov-19;0
Rio Grande Do Piauí;PI;NORDESTE;nov-19;0
Santa Cruz Do Piauí;PI;NORDESTE;nov-19;0
Santa Cruz Dos Milagres;PI;NORDESTE;nov-19;0
Santa Filomena;PI;NORDESTE;nov-19;0
Santa Luz;PI;NORDESTE;nov-19;0
Santana Do Piauí;PI;NORDESTE;nov-19;0
Santa Rosa Do Piauí;PI;NORDESTE;nov-19;0
Santo Antônio De Lisboa;PI;NORDESTE;nov-19;0
Santo Antônio Dos Milagres;PI;NORDESTE;nov-19;0
Santo Inácio Do Piauí;PI;NORDESTE;nov-19;0
São Braz Do Piauí;PI;NORDESTE;nov-19;0
São Félix Do Piauí;PI;NORDESTE;nov-19;0
São Francisco De Assis Do Piauí;PI;NORDESTE;nov-19;1
São Francisco Do Piauí;PI;NORDESTE;nov-19;0
São Gonçalo Do Gurguéia;PI;NORDESTE;nov-19;0
São Gonçalo Do Piauí;PI;NORDESTE;nov-19;0
São João Da Canabrava;PI;NORDESTE;nov-19;0
São João Da Fronteira;PI;NORDESTE;nov-19;0
São João Da Serra;PI;NORDESTE;nov-19;0
São João Da Varjota;PI;NORDESTE;nov-19;0
São João Do Arraial;PI;NORDESTE;nov-19;0
São João Do Piauí;PI;NORDESTE;nov-19;0
São José Do Divino;PI;NORDESTE;nov-19;0
São José Do Peixe;PI;NORDESTE;nov-19;0
São José Do Piauí;PI;NORDESTE;nov-19;0
São Julião;PI;NORDESTE;nov-19;0
São Lourenço Do Piauí;PI;NORDESTE;nov-19;0
São Luis Do Piauí;PI;NORDESTE;nov-19;0
São Miguel Da Baixa Grande;PI;NORDESTE;nov-19;0
São Miguel Do Fidalgo;PI;NORDESTE;nov-19;0
São Miguel Do Tapuio;PI;NORDESTE;nov-19;0
São Pedro Do Piauí;PI;NORDESTE;nov-19;1
São Raimundo Nonato;PI;NORDESTE;nov-19;1
Sebastião Barros;PI;NORDESTE;nov-19;0
Sebastião Leal;PI;NORDESTE;nov-19;0
Sigefredo Pacheco;PI;NORDESTE;nov-19;0
Simões;PI;NORDESTE;nov-19;0
Simplício Mendes;PI;NORDESTE;nov-19;0
Socorro Do Piauí;PI;NORDESTE;nov-19;0
Sussuapara;PI;NORDESTE;nov-19;0
Tamboril Do Piauí;PI;NORDESTE;nov-19;0
Tanque Do Piauí;PI;NORDESTE;nov-19;0
Teresina;PI;NORDESTE;nov-19;15
União;PI;NORDESTE;nov-19;0
Uruçuí;PI;NORDESTE;nov-19;0
Valença Do Piauí;PI;NORDESTE;nov-19;0
Várzea Branca;PI;NORDESTE;nov-19;0
Várzea Grande;PI;NORDESTE;nov-19;0
Vera Mendes;PI;NORDESTE;nov-19;0
Vila Nova Do Piauí;PI;NORDESTE;nov-19;0
Wall Ferraz;PI;NORDESTE;nov-19;0
Acauã;PI;NORDESTE;dez-19;0
Agricolândia;PI;NORDESTE;dez-19;0
Água Branca;PI;NORDESTE;dez-19;0
Alagoinha Do Piauí;PI;NORDESTE;dez-19;0
Alegrete Do Piauí;PI;NORDESTE;dez-19;0
Alto Longá;PI;NORDESTE;dez-19;0
Altos;PI;NORDESTE;dez-19;1
Alvorada Do Gurguéia;PI;NORDESTE;dez-19;0
Amarante;PI;NORDESTE;dez-19;1
Angical Do Piauí;PI;NORDESTE;dez-19;0
Anísio De Abreu;PI;NORDESTE;dez-19;0
Antônio Almeida;PI;NORDESTE;dez-19;0
Aroazes;PI;NORDESTE;dez-19;0
Aroeiras Do Itaim;PI;NORDESTE;dez-19;0
Arraial;PI;NORDESTE;dez-19;0
Assunção Do Piauí;PI;NORDESTE;dez-19;0
Avelino Lopes;PI;NORDESTE;dez-19;0
Baixa Grande Do Ribeiro;PI;NORDESTE;dez-19;0
Barra D'Alcântara;PI;NORDESTE;dez-19;0
Barras;PI;NORDESTE;dez-19;0
Barreiras Do Piauí;PI;NORDESTE;dez-19;0
Barro Duro;PI;NORDESTE;dez-19;0
Batalha;PI;NORDESTE;dez-19;1
Bela Vista Do Piauí;PI;NORDESTE;dez-19;0
Belém Do Piauí;PI;NORDESTE;dez-19;0
Beneditinos;PI;NORDESTE;dez-19;0
Bertolínia;PI;NORDESTE;dez-19;0
Betânia Do Piauí;PI;NORDESTE;dez-19;0
Boa Hora;PI;NORDESTE;dez-19;0
Bocaina;PI;NORDESTE;dez-19;0
Bom Jesus;PI;NORDESTE;dez-19;1
Bom Princípio Do Piauí;PI;NORDESTE;dez-19;0
Bonfim Do Piauí;PI;NORDESTE;dez-19;0
Boqueirão Do Piauí;PI;NORDESTE;dez-19;0
Brasileira;PI;NORDESTE;dez-19;0
Brejo Do Piauí;PI;NORDESTE;dez-19;0
Buriti Dos Lopes;PI;NORDESTE;dez-19;0
Buriti Dos Montes;PI;NORDESTE;dez-19;0
Cabeceiras Do Piauí;PI;NORDESTE;dez-19;0
Cajazeiras Do Piauí;PI;NORDESTE;dez-19;0
Cajueiro Da Praia;PI;NORDESTE;dez-19;0
Caldeirão Grande Do Piauí;PI;NORDESTE;dez-19;0
Campinas Do Piauí;PI;NORDESTE;dez-19;0
Campo Alegre Do Fidalgo;PI;NORDESTE;dez-19;0
Campo Grande Do Piauí;PI;NORDESTE;dez-19;0
Campo Largo Do Piauí;PI;NORDESTE;dez-19;0
Campo Maior;PI;NORDESTE;dez-19;0
Canavieira;PI;NORDESTE;dez-19;0
Canto Do Buriti;PI;NORDESTE;dez-19;0
Capitão De Campos;PI;NORDESTE;dez-19;0
Capitão Gervásio Oliveira;PI;NORDESTE;dez-19;0
Caracol;PI;NORDESTE;dez-19;0
Caraúbas Do Piauí;PI;NORDESTE;dez-19;0
Caridade Do Piauí;PI;NORDESTE;dez-19;0
Castelo Do Piauí;PI;NORDESTE;dez-19;0
Caxingó;PI;NORDESTE;dez-19;0
Cocal;PI;NORDESTE;dez-19;0
Cocal De Telha;PI;NORDESTE;dez-19;0
Cocal Dos Alves;PI;NORDESTE;dez-19;0
Coivaras;PI;NORDESTE;dez-19;0
Colônia Do Gurguéia;PI;NORDESTE;dez-19;0
Colônia Do Piauí;PI;NORDESTE;dez-19;1
Conceição Do Canindé;PI;NORDESTE;dez-19;0
Coronel José Dias;PI;NORDESTE;dez-19;0
Corrente;PI;NORDESTE;dez-19;0
Cristalândia Do Piauí;PI;NORDESTE;dez-19;0
Cristino Castro;PI;NORDESTE;dez-19;1
Curimatá;PI;NORDESTE;dez-19;1
Currais;PI;NORDESTE;dez-19;0
Curralinhos;PI;NORDESTE;dez-19;0
Curral Novo Do Piauí;PI;NORDESTE;dez-19;0
Demerval Lobão;PI;NORDESTE;dez-19;0
Dirceu Arcoverde;PI;NORDESTE;dez-19;0
Dom Expedito Lopes;PI;NORDESTE;dez-19;0
Domingos Mourão;PI;NORDESTE;dez-19;0
Dom Inocêncio;PI;NORDESTE;dez-19;0
Elesbão Veloso;PI;NORDESTE;dez-19;0
Eliseu Martins;PI;NORDESTE;dez-19;0
Esperantina;PI;NORDESTE;dez-19;1
Fartura Do Piauí;PI;NORDESTE;dez-19;0
Flores Do Piauí;PI;NORDESTE;dez-19;0
Floresta Do Piauí;PI;NORDESTE;dez-19;0
Floriano;PI;NORDESTE;dez-19;1
Francinópolis;PI;NORDESTE;dez-19;0
Francisco Ayres;PI;NORDESTE;dez-19;0
Francisco Macedo;PI;NORDESTE;dez-19;0
Francisco Santos;PI;NORDESTE;dez-19;0
Fronteiras;PI;NORDESTE;dez-19;0
Geminiano;PI;NORDESTE;dez-19;0
Gilbués;PI;NORDESTE;dez-19;0
Guadalupe;PI;NORDESTE;dez-19;0
Guaribas;PI;NORDESTE;dez-19;0
Hugo Napoleão;PI;NORDESTE;dez-19;0
Ilha Grande;PI;NORDESTE;dez-19;0
Inhuma;PI;NORDESTE;dez-19;0
Ipiranga Do Piauí;PI;NORDESTE;dez-19;0
Isaías Coelho;PI;NORDESTE;dez-19;1
Itainópolis;PI;NORDESTE;dez-19;0
Itaueira;PI;NORDESTE;dez-19;0
Jacobina Do Piauí;PI;NORDESTE;dez-19;0
Jaicós;PI;NORDESTE;dez-19;1
Jardim Do Mulato;PI;NORDESTE;dez-19;0
Jatobá Do Piauí;PI;NORDESTE;dez-19;0
Jerumenha;PI;NORDESTE;dez-19;0
João Costa;PI;NORDESTE;dez-19;1
Joaquim Pires;PI;NORDESTE;dez-19;0
Joca Marques;PI;NORDESTE;dez-19;0
José De Freitas;PI;NORDESTE;dez-19;0
Juazeiro Do Piauí;PI;NORDESTE;dez-19;0
Júlio Borges;PI;NORDESTE;dez-19;0
Jurema;PI;NORDESTE;dez-19;0
Lagoinha Do Piauí;PI;NORDESTE;dez-19;0
Lagoa Alegre;PI;NORDESTE;dez-19;0
Lagoa Do Barro Do Piauí;PI;NORDESTE;dez-19;0
Lagoa De São Francisco;PI;NORDESTE;dez-19;0
Lagoa Do Piauí;PI;NORDESTE;dez-19;0
Lagoa Do Sítio;PI;NORDESTE;dez-19;0
Landri Sales;PI;NORDESTE;dez-19;0
Luís Correia;PI;NORDESTE;dez-19;0
Luzilândia;PI;NORDESTE;dez-19;2
Madeiro;PI;NORDESTE;dez-19;0
Manoel Emídio;PI;NORDESTE;dez-19;0
Marcolândia;PI;NORDESTE;dez-19;1
Marcos Parente;PI;NORDESTE;dez-19;1
Massapê Do Piauí;PI;NORDESTE;dez-19;0
Matias Olímpio;PI;NORDESTE;dez-19;0
Miguel Alves;PI;NORDESTE;dez-19;0
Miguel Leão;PI;NORDESTE;dez-19;0
Milton Brandão;PI;NORDESTE;dez-19;0
Monsenhor Gil;PI;NORDESTE;dez-19;0
Monsenhor Hipólito;PI;NORDESTE;dez-19;1
Monte Alegre Do Piauí;PI;NORDESTE;dez-19;0
Morro Cabeça No Tempo;PI;NORDESTE;dez-19;1
Morro Do Chapéu Do Piauí;PI;NORDESTE;dez-19;0
Murici Dos Portelas;PI;NORDESTE;dez-19;0
Nazaré Do Piauí;PI;NORDESTE;dez-19;0
Nazária;PI;NORDESTE;dez-19;0
Nossa Senhora De Nazaré;PI;NORDESTE;dez-19;0
Nossa Senhora Dos Remédios;PI;NORDESTE;dez-19;0
Novo Oriente Do Piauí;PI;NORDESTE;dez-19;0
Novo Santo Antônio;PI;NORDESTE;dez-19;0
Oeiras;PI;NORDESTE;dez-19;0
Olho D'Água Do Piauí;PI;NORDESTE;dez-19;0
Padre Marcos;PI;NORDESTE;dez-19;0
Paes Landim;PI;NORDESTE;dez-19;0
Pajeú Do Piauí;PI;NORDESTE;dez-19;0
Palmeira Do Piauí;PI;NORDESTE;dez-19;0
Palmeirais;PI;NORDESTE;dez-19;1
Paquetá;PI;NORDESTE;dez-19;0
Parnaguá;PI;NORDESTE;dez-19;0
Parnaíba;PI;NORDESTE;dez-19;0
Passagem Franca Do Piauí;PI;NORDESTE;dez-19;0
Patos Do Piauí;PI;NORDESTE;dez-19;0
Pau D'Arco Do Piauí;PI;NORDESTE;dez-19;0
Paulistana;PI;NORDESTE;dez-19;0
Pavussu;PI;NORDESTE;dez-19;0
Pedro Ii;PI;NORDESTE;dez-19;0
Pedro Laurentino;PI;NORDESTE;dez-19;0
Nova Santa Rita;PI;NORDESTE;dez-19;0
Picos;PI;NORDESTE;dez-19;4
Pimenteiras;PI;NORDESTE;dez-19;0
Pio Ix;PI;NORDESTE;dez-19;0
Piracuruca;PI;NORDESTE;dez-19;0
Piripiri;PI;NORDESTE;dez-19;0
Porto;PI;NORDESTE;dez-19;0
Porto Alegre Do Piauí;PI;NORDESTE;dez-19;0
Prata Do Piauí;PI;NORDESTE;dez-19;0
Queimada Nova;PI;NORDESTE;dez-19;0
Redenção Do Gurguéia;PI;NORDESTE;dez-19;0
Regeneração;PI;NORDESTE;dez-19;0
Riacho Frio;PI;NORDESTE;dez-19;0
Ribeira Do Piauí;PI;NORDESTE;dez-19;0
Ribeiro Gonçalves;PI;NORDESTE;dez-19;0
Rio Grande Do Piauí;PI;NORDESTE;dez-19;0
Santa Cruz Do Piauí;PI;NORDESTE;dez-19;0
Santa Cruz Dos Milagres;PI;NORDESTE;dez-19;0
Santa Filomena;PI;NORDESTE;dez-19;0
Santa Luz;PI;NORDESTE;dez-19;0
Santana Do Piauí;PI;NORDESTE;dez-19;0
Santa Rosa Do Piauí;PI;NORDESTE;dez-19;0
Santo Antônio De Lisboa;PI;NORDESTE;dez-19;0
Santo Antônio Dos Milagres;PI;NORDESTE;dez-19;0
Santo Inácio Do Piauí;PI;NORDESTE;dez-19;0
São Braz Do Piauí;PI;NORDESTE;dez-19;0
São Félix Do Piauí;PI;NORDESTE;dez-19;0
São Francisco De Assis Do Piauí;PI;NORDESTE;dez-19;0
São Francisco Do Piauí;PI;NORDESTE;dez-19;0
São Gonçalo Do Gurguéia;PI;NORDESTE;dez-19;0
São Gonçalo Do Piauí;PI;NORDESTE;dez-19;0
São João Da Canabrava;PI;NORDESTE;dez-19;0
São João Da Fronteira;PI;NORDESTE;dez-19;0
São João Da Serra;PI;NORDESTE;dez-19;0
São João Da Varjota;PI;NORDESTE;dez-19;0
São João Do Arraial;PI;NORDESTE;dez-19;1
São João Do Piauí;PI;NORDESTE;dez-19;0
São José Do Divino;PI;NORDESTE;dez-19;0
São José Do Peixe;PI;NORDESTE;dez-19;0
São José Do Piauí;PI;NORDESTE;dez-19;0
São Julião;PI;NORDESTE;dez-19;0
São Lourenço Do Piauí;PI;NORDESTE;dez-19;0
São Luis Do Piauí;PI;NORDESTE;dez-19;0
São Miguel Da Baixa Grande;PI;NORDESTE;dez-19;0
São Miguel Do Fidalgo;PI;NORDESTE;dez-19;0
São Miguel Do Tapuio;PI;NORDESTE;dez-19;0
São Pedro Do Piauí;PI;NORDESTE;dez-19;1
São Raimundo Nonato;PI;NORDESTE;dez-19;0
Sebastião Barros;PI;NORDESTE;dez-19;0
Sebastião Leal;PI;NORDESTE;dez-19;0
Sigefredo Pacheco;PI;NORDESTE;dez-19;0
Simões;PI;NORDESTE;dez-19;0
Simplício Mendes;PI;NORDESTE;dez-19;0
Socorro Do Piauí;PI;NORDESTE;dez-19;0
Sussuapara;PI;NORDESTE;dez-19;0
Tamboril Do Piauí;PI;NORDESTE;dez-19;0
Tanque Do Piauí;PI;NORDESTE;dez-19;0
Teresina;PI;NORDESTE;dez-19;21
União;PI;NORDESTE;dez-19;0
Uruçuí;PI;NORDESTE;dez-19;0
Valença Do Piauí;PI;NORDESTE;dez-19;0
Várzea Branca;PI;NORDESTE;dez-19;0
Várzea Grande;PI;NORDESTE;dez-19;0
Vera Mendes;PI;NORDESTE;dez-19;0
Vila Nova Do Piauí;PI;NORDESTE;dez-19;0
Wall Ferraz;PI;NORDESTE;dez-19;0
Acauã;PI;NORDESTE;jan-20;0
Agricolândia;PI;NORDESTE;jan-20;0
Água Branca;PI;NORDESTE;jan-20;0
Alagoinha Do Piauí;PI;NORDESTE;jan-20;0
Alegrete Do Piauí;PI;NORDESTE;jan-20;0
Alto Longá;PI;NORDESTE;jan-20;0
Altos;PI;NORDESTE;jan-20;3
Alvorada Do Gurguéia;PI;NORDESTE;jan-20;0
Amarante;PI;NORDESTE;jan-20;0
Angical Do Piauí;PI;NORDESTE;jan-20;0
Anísio De Abreu;PI;NORDESTE;jan-20;0
Antônio Almeida;PI;NORDESTE;jan-20;0
Aroazes;PI;NORDESTE;jan-20;0
Aroeiras Do Itaim;PI;NORDESTE;jan-20;0
Arraial;PI;NORDESTE;jan-20;0
Assunção Do Piauí;PI;NORDESTE;jan-20;0
Avelino Lopes;PI;NORDESTE;jan-20;1
Baixa Grande Do Ribeiro;PI;NORDESTE;jan-20;0
Barra D'Alcântara;PI;NORDESTE;jan-20;0
Barras;PI;NORDESTE;jan-20;0
Barreiras Do Piauí;PI;NORDESTE;jan-20;0
Barro Duro;PI;NORDESTE;jan-20;0
Batalha;PI;NORDESTE;jan-20;0
Bela Vista Do Piauí;PI;NORDESTE;jan-20;0
Belém Do Piauí;PI;NORDESTE;jan-20;0
Beneditinos;PI;NORDESTE;jan-20;0
Bertolínia;PI;NORDESTE;jan-20;0
Betânia Do Piauí;PI;NORDESTE;jan-20;0
Boa Hora;PI;NORDESTE;jan-20;0
Bocaina;PI;NORDESTE;jan-20;0
Bom Jesus;PI;NORDESTE;jan-20;0
Bom Princípio Do Piauí;PI;NORDESTE;jan-20;0
Bonfim Do Piauí;PI;NORDESTE;jan-20;1
Boqueirão Do Piauí;PI;NORDESTE;jan-20;0
Brasileira;PI;NORDESTE;jan-20;0
Brejo Do Piauí;PI;NORDESTE;jan-20;0
Buriti Dos Lopes;PI;NORDESTE;jan-20;0
Buriti Dos Montes;PI;NORDESTE;jan-20;0
Cabeceiras Do Piauí;PI;NORDESTE;jan-20;0
Cajazeiras Do Piauí;PI;NORDESTE;jan-20;0
Cajueiro Da Praia;PI;NORDESTE;jan-20;0
Caldeirão Grande Do Piauí;PI;NORDESTE;jan-20;0
Campinas Do Piauí;PI;NORDESTE;jan-20;0
Campo Alegre Do Fidalgo;PI;NORDESTE;jan-20;0
Campo Grande Do Piauí;PI;NORDESTE;jan-20;0
Campo Largo Do Piauí;PI;NORDESTE;jan-20;0
Campo Maior;PI;NORDESTE;jan-20;2
Canavieira;PI;NORDESTE;jan-20;0
Canto Do Buriti;PI;NORDESTE;jan-20;0
Capitão De Campos;PI;NORDESTE;jan-20;0
Capitão Gervásio Oliveira;PI;NORDESTE;jan-20;0
Caracol;PI;NORDESTE;jan-20;0
Caraúbas Do Piauí;PI;NORDESTE;jan-20;0
Caridade Do Piauí;PI;NORDESTE;jan-20;0
Castelo Do Piauí;PI;NORDESTE;jan-20;0
Caxingó;PI;NORDESTE;jan-20;0
Cocal;PI;NORDESTE;jan-20;0
Cocal De Telha;PI;NORDESTE;jan-20;0
Cocal Dos Alves;PI;NORDESTE;jan-20;0
Coivaras;PI;NORDESTE;jan-20;0
Colônia Do Gurguéia;PI;NORDESTE;jan-20;0
Colônia Do Piauí;PI;NORDESTE;jan-20;0
Conceição Do Canindé;PI;NORDESTE;jan-20;0
Coronel José Dias;PI;NORDESTE;jan-20;0
Corrente;PI;NORDESTE;jan-20;0
Cristalândia Do Piauí;PI;NORDESTE;jan-20;0
Cristino Castro;PI;NORDESTE;jan-20;0
Curimatá;PI;NORDESTE;jan-20;0
Currais;PI;NORDESTE;jan-20;0
Curral Novo Do Piauí;PI;NORDESTE;jan-20;0
Curralinhos;PI;NORDESTE;jan-20;0
Demerval Lobão;PI;NORDESTE;jan-20;0
Dirceu Arcoverde;PI;NORDESTE;jan-20;0
Dom Expedito Lopes;PI;NORDESTE;jan-20;0
Dom Inocêncio;PI;NORDESTE;jan-20;0
Domingos Mourão;PI;NORDESTE;jan-20;0
Elesbão Veloso;PI;NORDESTE;jan-20;0
Eliseu Martins;PI;NORDESTE;jan-20;0
Esperantina;PI;NORDESTE;jan-20;0
Fartura Do Piauí;PI;NORDESTE;jan-20;0
Flores Do Piauí;PI;NORDESTE;jan-20;0
Floresta Do Piauí;PI;NORDESTE;jan-20;0
Floriano;PI;NORDESTE;jan-20;3
Francinópolis;PI;NORDESTE;jan-20;0
Francisco Ayres;PI;NORDESTE;jan-20;0
Francisco Macedo;PI;NORDESTE;jan-20;0
Francisco Santos;PI;NORDESTE;jan-20;0
Fronteiras;PI;NORDESTE;jan-20;1
Geminiano;PI;NORDESTE;jan-20;0
Gilbués;PI;NORDESTE;jan-20;1
Guadalupe;PI;NORDESTE;jan-20;0
Guaribas;PI;NORDESTE;jan-20;0
Hugo Napoleão;PI;NORDESTE;jan-20;0
Ilha Grande;PI;NORDESTE;jan-20;0
Inhuma;PI;NORDESTE;jan-20;0
Ipiranga Do Piauí;PI;NORDESTE;jan-20;0
Isaías Coelho;PI;NORDESTE;jan-20;1
Itainópolis;PI;NORDESTE;jan-20;0
Itaueira;PI;NORDESTE;jan-20;0
Jacobina Do Piauí;PI;NORDESTE;jan-20;0
Jaicós;PI;NORDESTE;jan-20;0
Jardim Do Mulato;PI;NORDESTE;jan-20;0
Jatobá Do Piauí;PI;NORDESTE;jan-20;0
Jerumenha;PI;NORDESTE;jan-20;0
João Costa;PI;NORDESTE;jan-20;0
Joaquim Pires;PI;NORDESTE;jan-20;0
Joca Marques;PI;NORDESTE;jan-20;0
José De Freitas;PI;NORDESTE;jan-20;3
Juazeiro Do Piauí;PI;NORDESTE;jan-20;0
Júlio Borges;PI;NORDESTE;jan-20;1
Jurema;PI;NORDESTE;jan-20;0
Lagoa Alegre;PI;NORDESTE;jan-20;0
Lagoa De São Francisco;PI;NORDESTE;jan-20;0
Lagoa Do Barro Do Piauí;PI;NORDESTE;jan-20;0
Lagoa Do Piauí;PI;NORDESTE;jan-20;0
Lagoa Do Sítio;PI;NORDESTE;jan-20;0
Lagoinha Do Piauí;PI;NORDESTE;jan-20;0
Landri Sales;PI;NORDESTE;jan-20;0
Luís Correia;PI;NORDESTE;jan-20;1
Luzilândia;PI;NORDESTE;jan-20;0
Madeiro;PI;NORDESTE;jan-20;0
Manoel Emídio;PI;NORDESTE;jan-20;0
Marcolândia;PI;NORDESTE;jan-20;0
Marcos Parente;PI;NORDESTE;jan-20;0
Massapê Do Piauí;PI;NORDESTE;jan-20;1
Matias Olímpio;PI;NORDESTE;jan-20;0
Miguel Alves;PI;NORDESTE;jan-20;0
Miguel Leão;PI;NORDESTE;jan-20;0
Milton Brandão;PI;NORDESTE;jan-20;0
Monsenhor Gil;PI;NORDESTE;jan-20;0
Monsenhor Hipólito;PI;NORDESTE;jan-20;0
Monte Alegre Do Piauí;PI;NORDESTE;jan-20;0
Morro Cabeça No Tempo;PI;NORDESTE;jan-20;0
Morro Do Chapéu Do Piauí;PI;NORDESTE;jan-20;0
Murici Dos Portelas;PI;NORDESTE;jan-20;0
Nazaré Do Piauí;PI;NORDESTE;jan-20;0
Nazária;PI;NORDESTE;jan-20;0
Nossa Senhora De Nazaré;PI;NORDESTE;jan-20;0
Nossa Senhora Dos Remédios;PI;NORDESTE;jan-20;0
Nova Santa Rita;PI;NORDESTE;jan-20;0
Novo Oriente Do Piauí;PI;NORDESTE;jan-20;0
Novo Santo Antônio;PI;NORDESTE;jan-20;0
Oeiras;PI;NORDESTE;jan-20;0
Olho D'Água Do Piauí;PI;NORDESTE;jan-20;0
Padre Marcos;PI;NORDESTE;jan-20;0
Paes Landim;PI;NORDESTE;jan-20;0
Pajeú Do Piauí;PI;NORDESTE;jan-20;0
Palmeira Do Piauí;PI;NORDESTE;jan-20;0
Palmeirais;PI;NORDESTE;jan-20;1
Paquetá;PI;NORDESTE;jan-20;0
Parnaguá;PI;NORDESTE;jan-20;0
Parnaíba;PI;NORDESTE;jan-20;1
Passagem Franca Do Piauí;PI;NORDESTE;jan-20;0
Patos Do Piauí;PI;NORDESTE;jan-20;0
Pau D'Arco Do Piauí;PI;NORDESTE;jan-20;0
Paulistana;PI;NORDESTE;jan-20;0
Pavussu;PI;NORDESTE;jan-20;0
Pedro Ii;PI;NORDESTE;jan-20;0
Pedro Laurentino;PI;NORDESTE;jan-20;0
Picos;PI;NORDESTE;jan-20;0
Pimenteiras;PI;NORDESTE;jan-20;0
Pio Ix;PI;NORDESTE;jan-20;0
Piracuruca;PI;NORDESTE;jan-20;2
Piripiri;PI;NORDESTE;jan-20;0
